"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab3/Rnd\1675.text","lab3\Rnd\1675.text","2"
"D:/PPLabs/lab3/Rnd\1072.text","lab3\Rnd\1072.text","2"
"D:/PPLabs/lab3/Rnd\9039.text","lab3\Rnd\9039.text","2"
"D:/PPLabs/lab3/Rnd\6799.text","lab3\Rnd\6799.text","2"
"D:/PPLabs/lab3/Rnd\6643.text","lab3\Rnd\6643.text","2"
"D:/PPLabs/lab3/Rnd\3989.text","lab3\Rnd\3989.text","2"
"D:/PPLabs/lab3/Rnd\5905.text","lab3\Rnd\5905.text","2"
"D:/PPLabs/lab3/Rnd\541.text","lab3\Rnd\541.text","2"
"D:/PPLabs/lab3/Rnd\1827.text","lab3\Rnd\1827.text","2"
"D:/PPLabs/lab3/Rnd\9014.text","lab3\Rnd\9014.text","2"
"D:/PPLabs/lab3/Rnd\3816.text","lab3\Rnd\3816.text","2"
"D:/PPLabs/lab3/Rnd\9522.text","lab3\Rnd\9522.text","2"
"D:/PPLabs/lab3/Rnd\8253.text","lab3\Rnd\8253.text","2"
"D:/PPLabs/lab3/Rnd\5663.text","lab3\Rnd\5663.text","2"
"D:/PPLabs/lab3/Rnd\862.text","lab3\Rnd\862.text","2"
"D:/PPLabs/lab3/Rnd\7001.text","lab3\Rnd\7001.text","2"
"D:/PPLabs/lab3/Rnd\9742.text","lab3\Rnd\9742.text","2"
"D:/PPLabs/lab3/Rnd\3208.text","lab3\Rnd\3208.text","2"
"D:/PPLabs/lab3/Rnd\4455.text","lab3\Rnd\4455.text","2"
"D:/PPLabs/lab3/Rnd\4142.text","lab3\Rnd\4142.text","2"
"D:/PPLabs/lab3/Rnd\5504.text","lab3\Rnd\5504.text","2"
"D:/PPLabs/lab3/Rnd\5028.text","lab3\Rnd\5028.text","2"
"D:/PPLabs/lab3/Rnd\5808.text","lab3\Rnd\5808.text","2"
"D:/PPLabs/lab3/Rnd\2637.text","lab3\Rnd\2637.text","2"
"D:/PPLabs/lab3/Rnd\6843.text","lab3\Rnd\6843.text","2"
"D:/PPLabs/lab3/Rnd\1422.text","lab3\Rnd\1422.text","2"
"D:/PPLabs/lab3/Rnd\4429.text","lab3\Rnd\4429.text","2"
"D:/PPLabs/lab3/Rnd\4082.text","lab3\Rnd\4082.text","2"
"D:/PPLabs/lab3/Rnd\5176.text","lab3\Rnd\5176.text","2"
"D:/PPLabs/lab3/Rnd\7589.text","lab3\Rnd\7589.text","2"
"D:/PPLabs/lab3/Rnd\721.text","lab3\Rnd\721.text","2"
"D:/PPLabs/lab3/Rnd\752.text","lab3\Rnd\752.text","2"
"D:/PPLabs/lab3/Rnd\7333.text","lab3\Rnd\7333.text","2"
"D:/PPLabs/lab3/Rnd\6781.text","lab3\Rnd\6781.text","2"
"D:/PPLabs/lab3/Rnd\3791.text","lab3\Rnd\3791.text","2"
"D:/PPLabs/lab3/Rnd\6463.text","lab3\Rnd\6463.text","2"
"D:/PPLabs/lab3/Rnd\5173.text","lab3\Rnd\5173.text","2"
"D:/PPLabs/lab3/Rnd\6857.text","lab3\Rnd\6857.text","2"
"D:/PPLabs/lab3/Rnd\7343.text","lab3\Rnd\7343.text","2"
"D:/PPLabs/lab3/Rnd\7225.text","lab3\Rnd\7225.text","2"
"D:/PPLabs/lab3/Rnd\8672.text","lab3\Rnd\8672.text","2"
"D:/PPLabs/lab3/Rnd\2804.text","lab3\Rnd\2804.text","2"
"D:/PPLabs/lab3/Rnd\3188.text","lab3\Rnd\3188.text","2"
"D:/PPLabs/lab3/Rnd\4069.text","lab3\Rnd\4069.text","2"
"D:/PPLabs/lab3/Rnd\5362.text","lab3\Rnd\5362.text","2"
"D:/PPLabs/lab3/Rnd\2013.text","lab3\Rnd\2013.text","2"
"D:/PPLabs/lab3/Rnd\8087.text","lab3\Rnd\8087.text","2"
"D:/PPLabs/lab3/Rnd\1816.text","lab3\Rnd\1816.text","2"
"D:/PPLabs/lab3/Rnd\8331.text","lab3\Rnd\8331.text","2"
"D:/PPLabs/lab3/Rnd\5594.text","lab3\Rnd\5594.text","2"
"D:/PPLabs/lab3/Rnd\4359.text","lab3\Rnd\4359.text","2"
"D:/PPLabs/lab3/Rnd\3690.text","lab3\Rnd\3690.text","2"
"D:/PPLabs/lab3/Rnd\4620.text","lab3\Rnd\4620.text","2"
"D:/PPLabs/lab3/Rnd\4717.text","lab3\Rnd\4717.text","2"
"D:/PPLabs/lab3/Rnd\1686.text","lab3\Rnd\1686.text","2"
"D:/PPLabs/lab3/Rnd\517.text","lab3\Rnd\517.text","2"
"D:/PPLabs/lab3/Rnd\7462.text","lab3\Rnd\7462.text","2"
"D:/PPLabs/lab3/Rnd\351.text","lab3\Rnd\351.text","2"
"D:/PPLabs/lab3/Rnd\6074.text","lab3\Rnd\6074.text","2"
"D:/PPLabs/lab3/Rnd\2841.text","lab3\Rnd\2841.text","2"
"D:/PPLabs/lab3/Rnd\4178.text","lab3\Rnd\4178.text","2"
"D:/PPLabs/lab3/Rnd\2246.text","lab3\Rnd\2246.text","2"
"D:/PPLabs/lab3/Rnd\6614.text","lab3\Rnd\6614.text","2"
"D:/PPLabs/lab3/Rnd\3551.text","lab3\Rnd\3551.text","2"
"D:/PPLabs/lab3/Rnd\8909.text","lab3\Rnd\8909.text","2"
"D:/PPLabs/lab3/Rnd\4573.text","lab3\Rnd\4573.text","2"
"D:/PPLabs/lab3/Rnd\732.text","lab3\Rnd\732.text","2"
"D:/PPLabs/lab3/Rnd\5306.text","lab3\Rnd\5306.text","2"
"D:/PPLabs/lab3/Rnd\1437.text","lab3\Rnd\1437.text","2"
"D:/PPLabs/lab3/Rnd\5807.text","lab3\Rnd\5807.text","2"
"D:/PPLabs/lab3/Rnd\3110.text","lab3\Rnd\3110.text","2"
"D:/PPLabs/lab3/Rnd\9705.text","lab3\Rnd\9705.text","2"
"D:/PPLabs/lab3/Rnd\2000.text","lab3\Rnd\2000.text","2"
"D:/PPLabs/lab3/Rnd\4975.text","lab3\Rnd\4975.text","2"
"D:/PPLabs/lab3/Rnd\3782.text","lab3\Rnd\3782.text","2"
"D:/PPLabs/lab3/Rnd\8422.text","lab3\Rnd\8422.text","2"
"D:/PPLabs/lab3/Rnd\4090.text","lab3\Rnd\4090.text","2"
"D:/PPLabs/lab3/Rnd\8358.text","lab3\Rnd\8358.text","2"
"D:/PPLabs/lab3/Rnd\5556.text","lab3\Rnd\5556.text","2"
"D:/PPLabs/lab3/Rnd\9838.text","lab3\Rnd\9838.text","2"
"D:/PPLabs/lab3/Rnd\5613.text","lab3\Rnd\5613.text","2"
"D:/PPLabs/lab3/Rnd\6795.text","lab3\Rnd\6795.text","2"
"D:/PPLabs/lab3/Rnd\5470.text","lab3\Rnd\5470.text","2"
"D:/PPLabs/lab3/Rnd\1923.text","lab3\Rnd\1923.text","2"
"D:/PPLabs/lab3/Rnd\5463.text","lab3\Rnd\5463.text","2"
"D:/PPLabs/lab3/Rnd\4816.text","lab3\Rnd\4816.text","2"
"D:/PPLabs/lab3/Rnd\394.text","lab3\Rnd\394.text","2"
"D:/PPLabs/lab3/Rnd\7145.text","lab3\Rnd\7145.text","2"
"D:/PPLabs/lab3/Rnd\4822.text","lab3\Rnd\4822.text","2"
"D:/PPLabs/lab3/Rnd\9792.text","lab3\Rnd\9792.text","2"
"D:/PPLabs/lab3/Rnd\2908.text","lab3\Rnd\2908.text","2"
"D:/PPLabs/lab3/Rnd\9197.text","lab3\Rnd\9197.text","2"
"D:/PPLabs/lab3/Rnd\9597.text","lab3\Rnd\9597.text","2"
"D:/PPLabs/lab3/Rnd\8426.text","lab3\Rnd\8426.text","2"
"D:/PPLabs/lab3/Rnd\8106.text","lab3\Rnd\8106.text","2"
"D:/PPLabs/lab3/Rnd\5442.text","lab3\Rnd\5442.text","2"
"D:/PPLabs/lab3/Rnd\4430.text","lab3\Rnd\4430.text","2"
"D:/PPLabs/lab3/Rnd\7784.text","lab3\Rnd\7784.text","2"
"D:/PPLabs/lab3/Rnd\4452.text","lab3\Rnd\4452.text","2"
"D:/PPLabs/lab3/Rnd\7261.text","lab3\Rnd\7261.text","2"
"D:/PPLabs/lab3/Rnd\9991.text","lab3\Rnd\9991.text","2"
"D:/PPLabs/lab3/Rnd\7136.text","lab3\Rnd\7136.text","2"
"D:/PPLabs/lab3/Rnd\1907.text","lab3\Rnd\1907.text","2"
"D:/PPLabs/lab3/Rnd\3165.text","lab3\Rnd\3165.text","2"
"D:/PPLabs/lab3/Rnd\86.text","lab3\Rnd\86.text","2"
"D:/PPLabs/lab3/Rnd\8007.text","lab3\Rnd\8007.text","2"
"D:/PPLabs/lab3/Rnd\9914.text","lab3\Rnd\9914.text","2"
"D:/PPLabs/lab3/Rnd\8584.text","lab3\Rnd\8584.text","2"
"D:/PPLabs/lab3/Rnd\7695.text","lab3\Rnd\7695.text","2"
"D:/PPLabs/lab3/Rnd\3756.text","lab3\Rnd\3756.text","2"
"D:/PPLabs/lab3/Rnd\8649.text","lab3\Rnd\8649.text","2"
"D:/PPLabs/lab3/Rnd\8080.text","lab3\Rnd\8080.text","2"
"D:/PPLabs/lab3/Rnd\5950.text","lab3\Rnd\5950.text","2"
"D:/PPLabs/lab3/Rnd\7775.text","lab3\Rnd\7775.text","2"
"D:/PPLabs/lab3/Rnd\6642.text","lab3\Rnd\6642.text","2"
"D:/PPLabs/lab3/Rnd\8936.text","lab3\Rnd\8936.text","2"
"D:/PPLabs/lab3/Rnd\6535.text","lab3\Rnd\6535.text","2"
"D:/PPLabs/lab3/Rnd\6765.text","lab3\Rnd\6765.text","2"
"D:/PPLabs/lab3/Rnd\6955.text","lab3\Rnd\6955.text","2"
"D:/PPLabs/lab3/Rnd\1130.text","lab3\Rnd\1130.text","2"
"D:/PPLabs/lab3/Rnd\6495.text","lab3\Rnd\6495.text","2"
"D:/PPLabs/lab3/Rnd\4984.text","lab3\Rnd\4984.text","2"
"D:/PPLabs/lab3/Rnd\2529.text","lab3\Rnd\2529.text","2"
"D:/PPLabs/lab3/Rnd\6012.text","lab3\Rnd\6012.text","2"
"D:/PPLabs/lab3/Rnd\9000.text","lab3\Rnd\9000.text","2"
"D:/PPLabs/lab3/Rnd\3235.text","lab3\Rnd\3235.text","2"
"D:/PPLabs/lab3/Rnd\7025.text","lab3\Rnd\7025.text","2"
"D:/PPLabs/lab3/Rnd\5777.text","lab3\Rnd\5777.text","2"
"D:/PPLabs/lab3/Rnd\3072.text","lab3\Rnd\3072.text","2"
"D:/PPLabs/lab3/Rnd\7616.text","lab3\Rnd\7616.text","2"
"D:/PPLabs/lab3/Rnd\3060.text","lab3\Rnd\3060.text","2"
"D:/PPLabs/lab3/Rnd\2367.text","lab3\Rnd\2367.text","2"
"D:/PPLabs/lab3/Rnd\3272.text","lab3\Rnd\3272.text","2"
"D:/PPLabs/lab3/Rnd\5616.text","lab3\Rnd\5616.text","2"
"D:/PPLabs/lab3/Rnd\1281.text","lab3\Rnd\1281.text","2"
"D:/PPLabs/lab3/Rnd\3460.text","lab3\Rnd\3460.text","2"
"D:/PPLabs/lab3/Rnd\5841.text","lab3\Rnd\5841.text","2"
"D:/PPLabs/lab3/Rnd\1077.text","lab3\Rnd\1077.text","2"
"D:/PPLabs/lab3/Rnd\3637.text","lab3\Rnd\3637.text","2"
"D:/PPLabs/lab3/Rnd\9697.text","lab3\Rnd\9697.text","2"
"D:/PPLabs/lab3/Rnd\4637.text","lab3\Rnd\4637.text","2"
"D:/PPLabs/lab3/Rnd\2607.text","lab3\Rnd\2607.text","2"
"D:/PPLabs/lab3/Rnd\1642.text","lab3\Rnd\1642.text","2"
"D:/PPLabs/lab3/Rnd\5332.text","lab3\Rnd\5332.text","2"
"D:/PPLabs/lab3/Rnd\9047.text","lab3\Rnd\9047.text","2"
"D:/PPLabs/lab3/Rnd\5764.text","lab3\Rnd\5764.text","2"
"D:/PPLabs/lab3/Rnd\4233.text","lab3\Rnd\4233.text","2"
"D:/PPLabs/lab3/Rnd\3314.text","lab3\Rnd\3314.text","2"
"D:/PPLabs/lab3/Rnd\3366.text","lab3\Rnd\3366.text","2"
"D:/PPLabs/lab3/Rnd\716.text","lab3\Rnd\716.text","2"
"D:/PPLabs/lab3/Rnd\491.text","lab3\Rnd\491.text","2"
"D:/PPLabs/lab3/Rnd\3063.text","lab3\Rnd\3063.text","2"
"D:/PPLabs/lab3/Rnd\2581.text","lab3\Rnd\2581.text","2"
"D:/PPLabs/lab3/Rnd\1782.text","lab3\Rnd\1782.text","2"
"D:/PPLabs/lab3/Rnd\1064.text","lab3\Rnd\1064.text","2"
"D:/PPLabs/lab3/Rnd\6075.text","lab3\Rnd\6075.text","2"
"D:/PPLabs/lab3/Rnd\8665.text","lab3\Rnd\8665.text","2"
"D:/PPLabs/lab3/Rnd\3496.text","lab3\Rnd\3496.text","2"
"D:/PPLabs/lab3/Rnd\9248.text","lab3\Rnd\9248.text","2"
"D:/PPLabs/lab3/Rnd\3036.text","lab3\Rnd\3036.text","2"
"D:/PPLabs/lab3/Rnd\8153.text","lab3\Rnd\8153.text","2"
"D:/PPLabs/lab3/Rnd\3508.text","lab3\Rnd\3508.text","2"
"D:/PPLabs/lab3/Rnd\3395.text","lab3\Rnd\3395.text","2"
"D:/PPLabs/lab3/Rnd\7939.text","lab3\Rnd\7939.text","2"
"D:/PPLabs/lab3/Rnd\6570.text","lab3\Rnd\6570.text","2"
"D:/PPLabs/lab3/Rnd\3029.text","lab3\Rnd\3029.text","2"
"D:/PPLabs/lab3/Rnd\5450.text","lab3\Rnd\5450.text","2"
"D:/PPLabs/lab3/Rnd\3070.text","lab3\Rnd\3070.text","2"
"D:/PPLabs/lab3/Rnd\5582.text","lab3\Rnd\5582.text","2"
"D:/PPLabs/lab3/Rnd\328.text","lab3\Rnd\328.text","2"
"D:/PPLabs/lab3/Rnd\8336.text","lab3\Rnd\8336.text","2"
"D:/PPLabs/lab3/Rnd\5305.text","lab3\Rnd\5305.text","2"
"D:/PPLabs/lab3/Rnd\6891.text","lab3\Rnd\6891.text","2"
"D:/PPLabs/lab3/Rnd\6390.text","lab3\Rnd\6390.text","2"
"D:/PPLabs/lab3/Rnd\5546.text","lab3\Rnd\5546.text","2"
"D:/PPLabs/lab3/Rnd\7858.text","lab3\Rnd\7858.text","2"
"D:/PPLabs/lab3/Rnd\2681.text","lab3\Rnd\2681.text","2"
"D:/PPLabs/lab3/Rnd\6808.text","lab3\Rnd\6808.text","2"
"D:/PPLabs/lab3/Rnd\7163.text","lab3\Rnd\7163.text","2"
"D:/PPLabs/lab3/Rnd\7060.text","lab3\Rnd\7060.text","2"
"D:/PPLabs/lab3/Rnd\9308.text","lab3\Rnd\9308.text","2"
"D:/PPLabs/lab3/Rnd\4252.text","lab3\Rnd\4252.text","2"
"D:/PPLabs/lab3/Rnd\8971.text","lab3\Rnd\8971.text","2"
"D:/PPLabs/lab3/Rnd\5697.text","lab3\Rnd\5697.text","2"
"D:/PPLabs/lab3/Rnd\5798.text","lab3\Rnd\5798.text","2"
"D:/PPLabs/lab3/Rnd\8125.text","lab3\Rnd\8125.text","2"
"D:/PPLabs/lab3/Rnd\4437.text","lab3\Rnd\4437.text","2"
"D:/PPLabs/lab3/Rnd\6185.text","lab3\Rnd\6185.text","2"
"D:/PPLabs/lab3/Rnd\6902.text","lab3\Rnd\6902.text","2"
"D:/PPLabs/lab3/Rnd\6412.text","lab3\Rnd\6412.text","2"
"D:/PPLabs/lab3/Rnd\376.text","lab3\Rnd\376.text","2"
"D:/PPLabs/lab3/Rnd\8234.text","lab3\Rnd\8234.text","2"
"D:/PPLabs/lab3/Rnd\4611.text","lab3\Rnd\4611.text","2"
"D:/PPLabs/lab3/Rnd\7905.text","lab3\Rnd\7905.text","2"
"D:/PPLabs/lab3/Rnd\8825.text","lab3\Rnd\8825.text","2"
"D:/PPLabs/lab3/Rnd\2732.text","lab3\Rnd\2732.text","2"
"D:/PPLabs/lab3/Rnd\2057.text","lab3\Rnd\2057.text","2"
"D:/PPLabs/lab3/Rnd\6349.text","lab3\Rnd\6349.text","2"
"D:/PPLabs/lab3/Rnd\4355.text","lab3\Rnd\4355.text","2"
"D:/PPLabs/lab3/Rnd\7639.text","lab3\Rnd\7639.text","2"
"D:/PPLabs/lab3/Rnd\9893.text","lab3\Rnd\9893.text","2"
"D:/PPLabs/lab3/Rnd\8338.text","lab3\Rnd\8338.text","2"
"D:/PPLabs/lab3/Rnd\9574.text","lab3\Rnd\9574.text","2"
"D:/PPLabs/lab3/Rnd\6343.text","lab3\Rnd\6343.text","2"
"D:/PPLabs/lab3/Rnd\6010.text","lab3\Rnd\6010.text","2"
"D:/PPLabs/lab3/Rnd\7347.text","lab3\Rnd\7347.text","2"
"D:/PPLabs/lab3/Rnd\6894.text","lab3\Rnd\6894.text","2"
"D:/PPLabs/lab3/Rnd\914.text","lab3\Rnd\914.text","2"
"D:/PPLabs/lab3/Rnd\1899.text","lab3\Rnd\1899.text","2"
"D:/PPLabs/lab3/Rnd\2234.text","lab3\Rnd\2234.text","2"
"D:/PPLabs/lab3/Rnd\9506.text","lab3\Rnd\9506.text","2"
"D:/PPLabs/lab3/Rnd\578.text","lab3\Rnd\578.text","2"
"D:/PPLabs/lab3/Rnd\6660.text","lab3\Rnd\6660.text","2"
"D:/PPLabs/lab3/Rnd\673.text","lab3\Rnd\673.text","2"
"D:/PPLabs/lab3/Rnd\9271.text","lab3\Rnd\9271.text","2"
"D:/PPLabs/lab3/Rnd\4941.text","lab3\Rnd\4941.text","2"
"D:/PPLabs/lab3/Rnd\3158.text","lab3\Rnd\3158.text","2"
"D:/PPLabs/lab3/Rnd\4525.text","lab3\Rnd\4525.text","2"
"D:/PPLabs/lab3/Rnd\5022.text","lab3\Rnd\5022.text","2"
"D:/PPLabs/lab3/Rnd\1419.text","lab3\Rnd\1419.text","2"
"D:/PPLabs/lab3/Rnd\1673.text","lab3\Rnd\1673.text","2"
"D:/PPLabs/lab3/Rnd\1428.text","lab3\Rnd\1428.text","2"
"D:/PPLabs/lab3/Rnd\8866.text","lab3\Rnd\8866.text","2"
"D:/PPLabs/lab3/Rnd\9167.text","lab3\Rnd\9167.text","2"
"D:/PPLabs/lab3/Rnd\8218.text","lab3\Rnd\8218.text","2"
"D:/PPLabs/lab3/Rnd\1149.text","lab3\Rnd\1149.text","2"
"D:/PPLabs/lab3/Rnd\8320.text","lab3\Rnd\8320.text","2"
"D:/PPLabs/lab3/Rnd\985.text","lab3\Rnd\985.text","2"
"D:/PPLabs/lab3/Rnd\8174.text","lab3\Rnd\8174.text","2"
"D:/PPLabs/lab3/Rnd\5389.text","lab3\Rnd\5389.text","2"
"D:/PPLabs/lab3/Rnd\6564.text","lab3\Rnd\6564.text","2"
"D:/PPLabs/lab3/Rnd\569.text","lab3\Rnd\569.text","2"
"D:/PPLabs/lab3/Rnd\755.text","lab3\Rnd\755.text","2"
"D:/PPLabs/lab3/Rnd\3970.text","lab3\Rnd\3970.text","2"
"D:/PPLabs/lab3/Rnd\4995.text","lab3\Rnd\4995.text","2"
"D:/PPLabs/lab3/Rnd\4712.text","lab3\Rnd\4712.text","2"
"D:/PPLabs/lab3/Rnd\6944.text","lab3\Rnd\6944.text","2"
"D:/PPLabs/lab3/Rnd\7486.text","lab3\Rnd\7486.text","2"
"D:/PPLabs/lab3/Rnd\6897.text","lab3\Rnd\6897.text","2"
"D:/PPLabs/lab3/Rnd\2932.text","lab3\Rnd\2932.text","2"
"D:/PPLabs/lab3/Rnd\57.text","lab3\Rnd\57.text","2"
"D:/PPLabs/lab3/Rnd\1571.text","lab3\Rnd\1571.text","2"
"D:/PPLabs/lab3/Rnd\21.text","lab3\Rnd\21.text","2"
"D:/PPLabs/lab3/Rnd\8996.text","lab3\Rnd\8996.text","2"
"D:/PPLabs/lab3/Rnd\4465.text","lab3\Rnd\4465.text","2"
"D:/PPLabs/lab3/Rnd\256.text","lab3\Rnd\256.text","2"
"D:/PPLabs/lab3/Rnd\9952.text","lab3\Rnd\9952.text","2"
"D:/PPLabs/lab3/Rnd\3888.text","lab3\Rnd\3888.text","2"
"D:/PPLabs/lab3/Rnd\3454.text","lab3\Rnd\3454.text","2"
"D:/PPLabs/lab3/Rnd\6340.text","lab3\Rnd\6340.text","2"
"D:/PPLabs/lab3/Rnd\7014.text","lab3\Rnd\7014.text","3"
"D:/PPLabs/lab3/Rnd\2218.text","lab3\Rnd\2218.text","3"
"D:/PPLabs/lab3/Rnd\8949.text","lab3\Rnd\8949.text","3"
"D:/PPLabs/lab3/Rnd\2407.text","lab3\Rnd\2407.text","3"
"D:/PPLabs/lab3/Rnd\893.text","lab3\Rnd\893.text","3"
"D:/PPLabs/lab3/Rnd\3088.text","lab3\Rnd\3088.text","3"
"D:/PPLabs/lab3/Rnd\5318.text","lab3\Rnd\5318.text","3"
"D:/PPLabs/lab3/Rnd\3398.text","lab3\Rnd\3398.text","3"
"D:/PPLabs/lab3/Rnd\4599.text","lab3\Rnd\4599.text","3"
"D:/PPLabs/lab3/Rnd\7340.text","lab3\Rnd\7340.text","3"
"D:/PPLabs/lab3/Rnd\1202.text","lab3\Rnd\1202.text","3"
"D:/PPLabs/lab3/Rnd\179.text","lab3\Rnd\179.text","3"
"D:/PPLabs/lab3/Rnd\9743.text","lab3\Rnd\9743.text","3"
"D:/PPLabs/lab3/Rnd\9514.text","lab3\Rnd\9514.text","3"
"D:/PPLabs/lab3/Rnd\2536.text","lab3\Rnd\2536.text","3"
"D:/PPLabs/lab3/Rnd\7932.text","lab3\Rnd\7932.text","3"
"D:/PPLabs/lab3/Rnd\5975.text","lab3\Rnd\5975.text","3"
"D:/PPLabs/lab3/Rnd\6292.text","lab3\Rnd\6292.text","3"
"D:/PPLabs/lab3/Rnd\1371.text","lab3\Rnd\1371.text","3"
"D:/PPLabs/lab3/Rnd\6139.text","lab3\Rnd\6139.text","3"
"D:/PPLabs/lab3/Rnd\6405.text","lab3\Rnd\6405.text","3"
"D:/PPLabs/lab3/Rnd\7944.text","lab3\Rnd\7944.text","3"
"D:/PPLabs/lab3/Rnd\4687.text","lab3\Rnd\4687.text","3"
"D:/PPLabs/lab3/Rnd\3120.text","lab3\Rnd\3120.text","3"
"D:/PPLabs/lab3/Rnd\4360.text","lab3\Rnd\4360.text","3"
"D:/PPLabs/lab3/Rnd\2151.text","lab3\Rnd\2151.text","3"
"D:/PPLabs/lab3/Rnd\9432.text","lab3\Rnd\9432.text","3"
"D:/PPLabs/lab3/Rnd\6306.text","lab3\Rnd\6306.text","3"
"D:/PPLabs/lab3/Rnd\7532.text","lab3\Rnd\7532.text","3"
"D:/PPLabs/lab3/Rnd\2236.text","lab3\Rnd\2236.text","3"
"D:/PPLabs/lab3/Rnd\6475.text","lab3\Rnd\6475.text","3"
"D:/PPLabs/lab3/Rnd\619.text","lab3\Rnd\619.text","3"
"D:/PPLabs/lab3/Rnd\8148.text","lab3\Rnd\8148.text","3"
"D:/PPLabs/lab3/Rnd\118.text","lab3\Rnd\118.text","3"
"D:/PPLabs/lab3/Rnd\4831.text","lab3\Rnd\4831.text","3"
"D:/PPLabs/lab3/Rnd\1522.text","lab3\Rnd\1522.text","3"
"D:/PPLabs/lab3/Rnd\750.text","lab3\Rnd\750.text","3"
"D:/PPLabs/lab3/Rnd\6632.text","lab3\Rnd\6632.text","3"
"D:/PPLabs/lab3/Rnd\8149.text","lab3\Rnd\8149.text","3"
"D:/PPLabs/lab3/Rnd\4055.text","lab3\Rnd\4055.text","3"
"D:/PPLabs/lab3/Rnd\3726.text","lab3\Rnd\3726.text","3"
"D:/PPLabs/lab3/Rnd\9391.text","lab3\Rnd\9391.text","3"
"D:/PPLabs/lab3/Rnd\9478.text","lab3\Rnd\9478.text","3"
"D:/PPLabs/lab3/Rnd\7096.text","lab3\Rnd\7096.text","3"
"D:/PPLabs/lab3/Rnd\6429.text","lab3\Rnd\6429.text","3"
"D:/PPLabs/lab3/Rnd\1910.text","lab3\Rnd\1910.text","3"
"D:/PPLabs/lab3/Rnd\7107.text","lab3\Rnd\7107.text","3"
"D:/PPLabs/lab3/Rnd\2415.text","lab3\Rnd\2415.text","3"
"D:/PPLabs/lab3/Rnd\7741.text","lab3\Rnd\7741.text","3"
"D:/PPLabs/lab3/Rnd\293.text","lab3\Rnd\293.text","3"
"D:/PPLabs/lab3/Rnd\456.text","lab3\Rnd\456.text","3"
"D:/PPLabs/lab3/Rnd\4609.text","lab3\Rnd\4609.text","3"
"D:/PPLabs/lab3/Rnd\6522.text","lab3\Rnd\6522.text","3"
"D:/PPLabs/lab3/Rnd\428.text","lab3\Rnd\428.text","3"
"D:/PPLabs/lab3/Rnd\4986.text","lab3\Rnd\4986.text","3"
"D:/PPLabs/lab3/Rnd\4925.text","lab3\Rnd\4925.text","3"
"D:/PPLabs/lab3/Rnd\5020.text","lab3\Rnd\5020.text","3"
"D:/PPLabs/lab3/Rnd\8117.text","lab3\Rnd\8117.text","3"
"D:/PPLabs/lab3/Rnd\8353.text","lab3\Rnd\8353.text","3"
"D:/PPLabs/lab3/Rnd\6541.text","lab3\Rnd\6541.text","3"
"D:/PPLabs/lab3/Rnd\7174.text","lab3\Rnd\7174.text","3"
"D:/PPLabs/lab3/Rnd\5108.text","lab3\Rnd\5108.text","3"
"D:/PPLabs/lab3/Rnd\1146.text","lab3\Rnd\1146.text","3"
"D:/PPLabs/lab3/Rnd\7854.text","lab3\Rnd\7854.text","3"
"D:/PPLabs/lab3/Rnd\4917.text","lab3\Rnd\4917.text","3"
"D:/PPLabs/lab3/Rnd\9392.text","lab3\Rnd\9392.text","3"
"D:/PPLabs/lab3/Rnd\89.text","lab3\Rnd\89.text","3"
"D:/PPLabs/lab3/Rnd\1402.text","lab3\Rnd\1402.text","3"
"D:/PPLabs/lab3/Rnd\6371.text","lab3\Rnd\6371.text","3"
"D:/PPLabs/lab3/Rnd\2919.text","lab3\Rnd\2919.text","3"
"D:/PPLabs/lab3/Rnd\1623.text","lab3\Rnd\1623.text","3"
"D:/PPLabs/lab3/Rnd\5089.text","lab3\Rnd\5089.text","3"
"D:/PPLabs/lab3/Rnd\7708.text","lab3\Rnd\7708.text","3"
"D:/PPLabs/lab3/Rnd\5568.text","lab3\Rnd\5568.text","3"
"D:/PPLabs/lab3/Rnd\3567.text","lab3\Rnd\3567.text","3"
"D:/PPLabs/lab3/Rnd\1532.text","lab3\Rnd\1532.text","3"
"D:/PPLabs/lab3/Rnd\3946.text","lab3\Rnd\3946.text","3"
"D:/PPLabs/lab3/Rnd\8394.text","lab3\Rnd\8394.text","3"
"D:/PPLabs/lab3/Rnd\2340.text","lab3\Rnd\2340.text","3"
"D:/PPLabs/lab3/Rnd\9979.text","lab3\Rnd\9979.text","3"
"D:/PPLabs/lab3/Rnd\1108.text","lab3\Rnd\1108.text","3"
"D:/PPLabs/lab3/Rnd\1272.text","lab3\Rnd\1272.text","3"
"D:/PPLabs/lab3/Rnd\4520.text","lab3\Rnd\4520.text","3"
"D:/PPLabs/lab3/Rnd\9661.text","lab3\Rnd\9661.text","3"
"D:/PPLabs/lab3/Rnd\7749.text","lab3\Rnd\7749.text","3"
"D:/PPLabs/lab3/Rnd\4682.text","lab3\Rnd\4682.text","3"
"D:/PPLabs/lab3/Rnd\3255.text","lab3\Rnd\3255.text","3"
"D:/PPLabs/lab3/Rnd\9057.text","lab3\Rnd\9057.text","3"
"D:/PPLabs/lab3/Rnd\3279.text","lab3\Rnd\3279.text","3"
"D:/PPLabs/lab3/Rnd\2632.text","lab3\Rnd\2632.text","3"
"D:/PPLabs/lab3/Rnd\7023.text","lab3\Rnd\7023.text","3"
"D:/PPLabs/lab3/Rnd\6890.text","lab3\Rnd\6890.text","3"
